year,month,district,latitude,longitude,population,area_sq_km,population_density,police_stations,literacy_rate,unemployment_rate,avg_temperature_C,avg_rainfall_mm,is_festive_month,is_summer,is_monsoon,quarter,crime_murder,crime_rape,crime_robbery,crime_mv_theft,crime_burglary,crime_snatching,crime_hurt,crime_house_theft,crime_other_theft,crime_dacoity,crime_kidnapping,total_crimes,crime_rate_per_lakh,risk_level,risk_score,crime_density,prev_month_crimes,rolling_3m_avg
2017,12,Central,28.6469,77.2164,910000,30,30333.3,9,84.2,5.1,15.0,9.3,0,0,0,4,2,9,13,157,37,30,5,40,479,0,26,798,87.69,MEDIUM,2,26.6,814.0,793.7
2018,1,Central,28.6469,77.2164,910000,30,30333.3,9,84.2,5.1,14.3,19.4,0,0,0,1,2,10,10,202,16,29,6,13,660,0,24,972,106.81,HIGH,3,32.4,798.0,861.3
2018,2,Central,28.6469,77.2164,910000,30,30333.3,9,84.2,5.1,17.8,18.5,0,0,0,1,2,8,11,170,18,27,6,16,596,0,23,877,96.37,HIGH,3,29.23333333333333,972.0,882.3
2018,3,Central,28.6469,77.2164,910000,30,30333.3,9,84.2,5.1,24.1,15.9,1,0,0,1,2,9,9,194,19,26,6,16,543,0,25,849,93.3,MEDIUM,2,28.3,877.0,899.3
2018,4,Central,28.6469,77.2164,910000,30,30333.3,9,84.2,5.1,30.7,7.6,1,1,0,2,2,9,10,183,20,34,8,18,682,0,25,991,108.9,HIGH,3,33.03333333333333,849.0,905.7
2018,5,Central,28.6469,77.2164,910000,30,30333.3,9,84.2,5.1,35.9,18.0,0,1,0,2,2,12,11,234,20,36,7,17,716,0,25,1080,118.68,HIGH,3,36.0,991.0,973.3
2018,6,Central,28.6469,77.2164,910000,30,30333.3,9,84.2,5.1,38.3,58.1,0,1,0,2,2,10,11,178,19,31,7,17,651,0,25,951,104.51,HIGH,3,31.7,1080.0,1007.3
2018,7,Central,28.6469,77.2164,910000,30,30333.3,9,84.2,5.1,35.6,213.4,0,1,1,3,2,10,11,220,19,27,7,18,607,0,26,947,104.07,HIGH,3,31.566666666666663,951.0,992.7
2018,8,Central,28.6469,77.2164,910000,30,30333.3,9,84.2,5.1,34.1,193.3,0,0,1,3,2,10,10,166,18,25,6,15,565,0,23,840,92.31,MEDIUM,2,28.0,947.0,912.7
2018,9,Central,28.6469,77.2164,910000,30,30333.3,9,84.2,5.1,31.8,117.5,0,0,1,3,2,9,11,195,19,29,5,17,528,0,27,842,92.53,MEDIUM,2,28.066666666666663,840.0,876.3
2018,10,Central,28.6469,77.2164,910000,30,30333.3,9,84.2,5.1,27.0,18.7,1,0,0,4,2,8,12,198,15,28,6,18,524,0,28,839,92.2,MEDIUM,2,27.966666666666665,842.0,840.3
2018,11,Central,28.6469,77.2164,910000,30,30333.3,9,84.2,5.1,20.8,4.5,1,0,0,4,2,10,11,192,16,23,6,15,586,0,24,885,97.25,HIGH,3,29.5,839.0,855.3
2018,12,Central,28.6469,77.2164,910000,30,30333.3,9,84.2,5.1,15.0,9.3,0,0,0,4,2,9,10,193,18,26,6,16,672,0,26,978,107.47,HIGH,3,32.6,885.0,900.7
2019,1,Central,28.6469,77.2164,910000,30,30333.3,9,84.2,5.1,14.3,19.4,0,0,0,1,2,9,8,166,13,27,5,12,678,0,24,944,103.74,HIGH,3,31.466666666666665,978.0,935.7
2019,2,Central,28.6469,77.2164,910000,30,30333.3,9,84.2,5.1,17.8,18.5,0,0,0,1,2,10,7,188,11,26,5,11,692,0,21,973,106.92,HIGH,3,32.43333333333333,944.0,965.0
2019,3,Central,28.6469,77.2164,910000,30,30333.3,9,84.2,5.1,24.1,15.9,1,0,0,1,2,10,8,179,12,27,6,11,733,0,25,1013,111.32,HIGH,3,33.766666666666666,973.0,976.7
2019,4,Central,28.6469,77.2164,910000,30,30333.3,9,84.2,5.1,30.7,7.6,1,1,0,2,2,9,9,216,14,24,6,11,921,0,25,1237,135.93,HIGH,3,41.23333333333333,1013.0,1074.3
2019,5,Central,28.6469,77.2164,910000,30,30333.3,9,84.2,5.1,35.9,18.0,0,1,0,2,2,10,10,227,14,26,6,13,850,0,29,1187,130.44,HIGH,3,39.56666666666667,1237.0,1145.7
2019,6,Central,28.6469,77.2164,910000,30,30333.3,9,84.2,5.1,38.3,58.1,0,1,0,2,2,12,9,241,13,29,6,10,796,0,29,1147,126.04,HIGH,3,38.23333333333333,1187.0,1190.3
2019,7,Central,28.6469,77.2164,910000,30,30333.3,9,84.2,5.1,35.6,213.4,0,1,1,3,2,10,9,203,14,29,6,11,811,0,25,1120,123.08,HIGH,3,37.333333333333336,1147.0,1151.3
2019,8,Central,28.6469,77.2164,910000,30,30333.3,9,84.2,5.1,34.1,193.3,0,0,1,3,2,11,8,176,11,25,5,11,764,0,23,1036,113.85,HIGH,3,34.53333333333333,1120.0,1101.0
2019,9,Central,28.6469,77.2164,910000,30,30333.3,9,84.2,5.1,31.8,117.5,0,0,1,3,2,9,8,205,12,24,6,11,775,0,20,1072,117.8,HIGH,3,35.733333333333334,1036.0,1076.0
2019,10,Central,28.6469,77.2164,910000,30,30333.3,9,84.2,5.1,27.0,18.7,1,0,0,4,2,9,7,195,11,26,5,11,734,0,25,1025,112.64,HIGH,3,34.166666666666664,1072.0,1044.3
2019,11,Central,28.6469,77.2164,910000,30,30333.3,9,84.2,5.1,20.8,4.5,1,0,0,4,2,9,8,188,14,24,5,10,845,0,24,1129,124.07,HIGH,3,37.63333333333333,1025.0,1075.3
2019,12,Central,28.6469,77.2164,910000,30,30333.3,9,84.2,5.1,15.0,9.3,0,0,0,4,2,8,10,170,11,29,6,10,831,0,24,1101,120.99,HIGH,3,36.7,1129.0,1085.0
2020,1,Central,28.6469,77.2164,910000,30,30333.3,9,84.2,5.1,14.3,19.4,0,0,0,1,2,8,7,158,9,34,4,8,557,0,17,804,88.35,MEDIUM,2,26.8,1101.0,1011.3
2020,2,Central,28.6469,77.2164,910000,30,30333.3,9,84.2,5.1,17.8,18.5,0,0,0,1,2,6,7,141,8,28,4,8,496,0,19,719,79.01,MEDIUM,2,23.966666666666665,804.0,874.7
2020,3,Central,28.6469,77.2164,910000,30,30333.3,9,84.2,5.1,24.1,15.9,1,0,0,1,2,7,7,137,9,38,5,9,548,0,17,779,85.6,MEDIUM,2,25.966666666666665,719.0,767.3
2020,4,Central,28.6469,77.2164,910000,30,30333.3,9,84.2,5.1,30.7,7.6,1,1,0,2,2,8,9,151,9,37,5,9,554,0,18,802,88.13,MEDIUM,2,26.73333333333333,779.0,766.7
2020,5,Central,28.6469,77.2164,910000,30,30333.3,9,84.2,5.1,35.9,18.0,0,1,0,2,2,8,8,175,10,40,6,8,594,0,21,872,95.82,HIGH,3,29.066666666666663,802.0,817.7
2020,6,Central,28.6469,77.2164,910000,30,30333.3,9,84.2,5.1,38.3,58.1,0,1,0,2,2,8,9,136,10,39,5,10,591,0,21,831,91.32,MEDIUM,2,27.7,872.0,835.0
2020,7,Central,28.6469,77.2164,910000,30,30333.3,9,84.2,5.1,35.6,213.4,0,1,1,3,2,7,8,158,10,36,5,9,503,0,20,758,83.3,MEDIUM,2,25.266666666666666,831.0,820.3
2020,8,Central,28.6469,77.2164,910000,30,30333.3,9,84.2,5.1,34.1,193.3,0,0,1,3,2,7,7,131,8,32,5,8,556,0,16,772,84.84,MEDIUM,2,25.73333333333333,758.0,787.0
2020,9,Central,28.6469,77.2164,910000,30,30333.3,9,84.2,5.1,31.8,117.5,0,0,1,3,2,7,8,128,9,30,4,7,586,0,15,796,87.47,MEDIUM,2,26.53333333333333,772.0,775.3
2020,10,Central,28.6469,77.2164,910000,30,30333.3,9,84.2,5.1,27.0,18.7,1,0,0,4,2,6,8,141,10,33,4,9,532,0,16,761,83.63,MEDIUM,2,25.366666666666667,796.0,776.3
2020,11,Central,28.6469,77.2164,910000,30,30333.3,9,84.2,5.1,20.8,4.5,1,0,0,4,2,7,8,112,9,30,4,9,496,0,19,696,76.48,MEDIUM,2,23.2,761.0,751.0
2020,12,Central,28.6469,77.2164,910000,30,30333.3,9,84.2,5.1,15.0,9.3,0,0,0,4,2,7,8,156,9,31,4,7,558,0,18,800,87.91,MEDIUM,2,26.666666666666668,696.0,752.3
2021,1,Central,28.6469,77.2164,910000,30,30333.3,9,84.2,5.1,14.3,19.4,0,0,0,1,2,9,9,155,12,35,6,12,668,0,23,931,102.31,HIGH,3,31.03333333333333,800.0,809.0
2021,2,Central,28.6469,77.2164,910000,30,30333.3,9,84.2,5.1,17.8,18.5,0,0,0,1,2,8,9,150,10,35,5,10,607,0,21,857,94.18,MEDIUM,2,28.566666666666663,931.0,862.7
2021,3,Central,28.6469,77.2164,910000,30,30333.3,9,84.2,5.1,24.1,15.9,1,0,0,1,2,8,9,147,10,40,6,10,561,0,27,820,90.11,MEDIUM,2,27.33333333333333,857.0,869.3
2021,4,Central,28.6469,77.2164,910000,30,30333.3,9,84.2,5.1,30.7,7.6,1,1,0,2,2,9,12,167,10,42,6,12,677,0,27,964,105.93,HIGH,3,32.13333333333333,820.0,880.3
2021,5,Central,28.6469,77.2164,910000,30,30333.3,9,84.2,5.1,35.9,18.0,0,1,0,2,2,10,11,178,15,39,7,12,686,0,22,982,107.91,HIGH,3,32.733333333333334,964.0,922.0
2021,6,Central,28.6469,77.2164,910000,30,30333.3,9,84.2,5.1,38.3,58.1,0,1,0,2,2,9,9,142,11,38,6,11,661,0,19,908,99.78,HIGH,3,30.266666666666666,982.0,951.3
2021,7,Central,28.6469,77.2164,910000,30,30333.3,9,84.2,5.1,35.6,213.4,0,1,1,3,2,9,10,174,11,42,5,10,625,0,22,910,100.0,HIGH,3,30.33333333333333,908.0,933.3
2021,8,Central,28.6469,77.2164,910000,30,30333.3,9,84.2,5.1,34.1,193.3,0,0,1,3,2,8,9,148,12,35,5,9,665,0,22,915,100.55,HIGH,3,30.5,910.0,911.0
2021,9,Central,28.6469,77.2164,910000,30,30333.3,9,84.2,5.1,31.8,117.5,0,0,1,3,2,8,9,131,11,29,7,11,588,0,23,819,90.0,MEDIUM,2,27.3,915.0,881.3
2021,10,Central,28.6469,77.2164,910000,30,30333.3,9,84.2,5.1,27.0,18.7,1,0,0,4,2,9,10,165,11,35,6,11,504,0,22,775,85.16,MEDIUM,2,25.83333333333333,819.0,836.3
2021,11,Central,28.6469,77.2164,910000,30,30333.3,9,84.2,5.1,20.8,4.5,1,0,0,4,2,8,10,170,11,40,6,9,622,0,23,901,99.01,HIGH,3,30.03333333333333,775.0,831.7
2021,12,Central,28.6469,77.2164,910000,30,30333.3,9,84.2,5.1,15.0,9.3,0,0,0,4,2,9,9,147,12,38,5,10,558,0,22,812,89.23,MEDIUM,2,27.066666666666663,901.0,829.3
2022,1,Central,28.6469,77.2164,910000,30,30333.3,9,84.2,5.1,14.3,19.4,0,0,0,1,1,4,5,81,12,22,4,30,287,0,13,459,50.44,LOW,1,15.3,812.0,724.0
2022,2,Central,28.6469,77.2164,910000,30,30333.3,9,84.2,5.1,17.8,18.5,0,0,0,1,1,5,5,82,11,21,4,32,262,0,13,436,47.91,LOW,1,14.533333333333331,459.0,569.0
2022,3,Central,28.6469,77.2164,910000,30,30333.3,9,84.2,5.1,24.1,15.9,1,0,0,1,1,5,4,91,13,21,4,32,303,0,14,488,53.63,LOW,1,16.266666666666666,436.0,461.0
2022,4,Central,28.6469,77.2164,910000,30,30333.3,9,84.2,5.1,30.7,7.6,1,1,0,2,1,5,5,91,14,22,5,32,310,0,14,499,54.84,LOW,1,16.633333333333333,488.0,474.3
2022,5,Central,28.6469,77.2164,910000,30,30333.3,9,84.2,5.1,35.9,18.0,0,1,0,2,1,5,6,91,13,22,4,36,328,0,16,522,57.36,LOW,1,17.4,499.0,503.0
2022,6,Central,28.6469,77.2164,910000,30,30333.3,9,84.2,5.1,38.3,58.1,0,1,0,2,1,5,5,114,14,23,4,34,349,0,15,564,61.98,LOW,1,18.8,522.0,528.3
2022,7,Central,28.6469,77.2164,910000,30,30333.3,9,84.2,5.1,35.6,213.4,0,1,1,3,1,5,5,87,11,20,3,35,333,0,14,514,56.48,LOW,1,17.133333333333333,564.0,533.3
2022,8,Central,28.6469,77.2164,910000,30,30333.3,9,84.2,5.1,34.1,193.3,0,0,1,3,1,5,5,85,13,19,3,35,268,0,15,449,49.34,LOW,1,14.966666666666669,514.0,509.0
2022,9,Central,28.6469,77.2164,910000,30,30333.3,9,84.2,5.1,31.8,117.5,0,0,1,3,1,5,5,79,12,18,4,30,287,0,14,455,50.0,LOW,1,15.166666666666666,449.0,472.7
2022,10,Central,28.6469,77.2164,910000,30,30333.3,9,84.2,5.1,27.0,18.7,1,0,0,4,1,4,4,80,12,20,3,32,296,0,14,466,51.21,LOW,1,15.533333333333331,455.0,456.7
2022,11,Central,28.6469,77.2164,910000,30,30333.3,9,84.2,5.1,20.8,4.5,1,0,0,4,1,5,6,88,12,22,3,33,267,0,10,447,49.12,LOW,1,14.9,466.0,456.0
2022,12,Central,28.6469,77.2164,910000,30,30333.3,9,84.2,5.1,15.0,9.3,0,0,0,4,1,5,5,75,12,20,3,29,277,0,14,441,48.46,LOW,1,14.7,447.0,451.3
2016,1,Dwarka,28.5921,77.046,1780000,190,9368.4,9,85.6,4.9,14.3,19.4,0,0,0,1,3,12,25,217,70,49,8,68,414,0,34,900,50.56,LOW,1,4.7368421052631575,,900.0
2016,2,Dwarka,28.5921,77.046,1780000,190,9368.4,9,85.6,4.9,17.8,18.5,0,0,0,1,3,9,23,211,67,49,8,68,383,0,30,851,47.81,LOW,1,4.478947368421053,900.0,875.5
2016,3,Dwarka,28.5921,77.046,1780000,190,9368.4,9,85.6,4.9,24.1,15.9,1,0,0,1,3,12,30,238,76,56,8,88,387,0,39,937,52.64,LOW,1,4.931578947368421,851.0,896.0
2016,4,Dwarka,28.5921,77.046,1780000,190,9368.4,9,85.6,4.9,30.7,7.6,1,1,0,2,4,13,28,213,76,58,8,85,427,0,39,951,53.43,LOW,1,5.005263157894737,937.0,913.0
2016,5,Dwarka,28.5921,77.046,1780000,190,9368.4,9,85.6,4.9,35.9,18.0,0,1,0,2,3,12,27,208,80,63,8,108,487,0,37,1033,58.03,LOW,1,5.436842105263158,951.0,973.7
2016,6,Dwarka,28.5921,77.046,1780000,190,9368.4,9,85.6,4.9,38.3,58.1,0,1,0,2,3,13,28,237,85,54,9,94,417,0,36,976,54.83,LOW,1,5.136842105263158,1033.0,986.7
2016,7,Dwarka,28.5921,77.046,1780000,190,9368.4,9,85.6,4.9,35.6,213.4,0,1,1,3,3,13,26,210,78,63,9,85,470,0,36,993,55.79,LOW,1,5.226315789473684,976.0,1000.7
2016,8,Dwarka,28.5921,77.046,1780000,190,9368.4,9,85.6,4.9,34.1,193.3,0,0,1,3,3,11,22,202,70,51,7,79,432,0,35,912,51.24,LOW,1,4.8,993.0,960.3
2016,9,Dwarka,28.5921,77.046,1780000,190,9368.4,9,85.6,4.9,31.8,117.5,0,0,1,3,3,11,27,205,75,57,7,81,397,0,38,901,50.62,LOW,1,4.742105263157895,912.0,935.3
2016,10,Dwarka,28.5921,77.046,1780000,190,9368.4,9,85.6,4.9,27.0,18.7,1,0,0,4,2,12,25,178,83,48,7,79,447,0,35,916,51.46,LOW,1,4.821052631578947,901.0,909.7
2016,11,Dwarka,28.5921,77.046,1780000,190,9368.4,9,85.6,4.9,20.8,4.5,1,0,0,4,3,13,25,199,75,55,7,78,436,0,35,926,52.02,LOW,1,4.873684210526315,916.0,914.3
2016,12,Dwarka,28.5921,77.046,1780000,190,9368.4,9,85.6,4.9,15.0,9.3,0,0,0,4,3,11,26,178,69,46,8,89,483,0,36,949,53.31,LOW,1,4.994736842105263,926.0,930.3
2017,1,Dwarka,28.5921,77.046,1780000,190,9368.4,9,85.6,4.9,14.3,19.4,0,0,0,1,3,12,18,235,52,44,7,55,624,0,31,1081,60.73,LOW,1,5.689473684210526,949.0,985.3
2017,2,Dwarka,28.5921,77.046,1780000,190,9368.4,9,85.6,4.9,17.8,18.5,0,0,0,1,3,10,17,204,45,40,7,54,593,0,26,999,56.12,LOW,1,5.257894736842105,1081.0,1009.7
2017,3,Dwarka,28.5921,77.046,1780000,190,9368.4,9,85.6,4.9,24.1,15.9,1,0,0,1,3,12,16,225,51,44,8,64,553,0,35,1011,56.8,LOW,1,5.321052631578947,999.0,1030.3
2017,4,Dwarka,28.5921,77.046,1780000,190,9368.4,9,85.6,4.9,30.7,7.6,1,1,0,2,3,11,17,216,59,50,8,62,578,0,35,1039,58.37,LOW,1,5.468421052631579,1011.0,1016.3
2017,5,Dwarka,28.5921,77.046,1780000,190,9368.4,9,85.6,4.9,35.9,18.0,0,1,0,2,3,12,21,281,62,46,9,62,671,0,41,1208,67.87,LOW,1,6.3578947368421055,1039.0,1086.0
2017,6,Dwarka,28.5921,77.046,1780000,190,9368.4,9,85.6,4.9,38.3,58.1,0,1,0,2,3,13,24,200,65,47,8,63,645,0,37,1105,62.08,LOW,1,5.815789473684211,1208.0,1117.3
2017,7,Dwarka,28.5921,77.046,1780000,190,9368.4,9,85.6,4.9,35.6,213.4,0,1,1,3,2,12,18,223,55,44,7,62,728,0,35,1186,66.63,LOW,1,6.242105263157895,1105.0,1166.3
2017,8,Dwarka,28.5921,77.046,1780000,190,9368.4,9,85.6,4.9,34.1,193.3,0,0,1,3,3,11,15,199,56,46,7,54,499,0,37,927,52.08,LOW,1,4.878947368421053,1186.0,1072.7
2017,9,Dwarka,28.5921,77.046,1780000,190,9368.4,9,85.6,4.9,31.8,117.5,0,0,1,3,3,11,14,195,50,42,8,49,604,0,37,1013,56.91,LOW,1,5.331578947368421,927.0,1042.0
2017,10,Dwarka,28.5921,77.046,1780000,190,9368.4,9,85.6,4.9,27.0,18.7,1,0,0,4,3,10,17,227,52,43,6,58,566,0,35,1017,57.13,LOW,1,5.352631578947369,1013.0,985.7
2017,11,Dwarka,28.5921,77.046,1780000,190,9368.4,9,85.6,4.9,20.8,4.5,1,0,0,4,3,11,18,243,45,37,7,59,619,0,29,1071,60.17,LOW,1,5.636842105263158,1017.0,1033.7
2017,12,Dwarka,28.5921,77.046,1780000,190,9368.4,9,85.6,4.9,15.0,9.3,0,0,0,4,2,11,17,178,51,44,8,60,630,0,27,1028,57.75,LOW,1,5.410526315789474,1071.0,1038.7
2018,1,Dwarka,28.5921,77.046,1780000,190,9368.4,9,85.6,4.9,14.3,19.4,0,0,0,1,3,11,12,246,22,37,7,20,808,0,34,1200,67.42,LOW,1,6.315789473684211,1028.0,1099.7
2018,2,Dwarka,28.5921,77.046,1780000,190,9368.4,9,85.6,4.9,17.8,18.5,0,0,0,1,2,11,13,265,20,35,6,15,734,0,33,1134,63.71,LOW,1,5.968421052631579,1200.0,1120.7
2018,3,Dwarka,28.5921,77.046,1780000,190,9368.4,9,85.6,4.9,24.1,15.9,1,0,0,1,3,11,13,255,21,38,8,20,709,0,33,1111,62.42,LOW,1,5.847368421052631,1134.0,1148.3
2018,4,Dwarka,28.5921,77.046,1780000,190,9368.4,9,85.6,4.9,30.7,7.6,1,1,0,2,3,13,15,264,23,41,8,24,847,0,32,1270,71.35,MEDIUM,2,6.684210526315789,1111.0,1171.7
2018,5,Dwarka,28.5921,77.046,1780000,190,9368.4,9,85.6,4.9,35.9,18.0,0,1,0,2,3,13,14,294,26,43,9,22,998,0,39,1461,82.08,MEDIUM,2,7.689473684210526,1270.0,1280.7
2018,6,Dwarka,28.5921,77.046,1780000,190,9368.4,9,85.6,4.9,38.3,58.1,0,1,0,2,3,12,13,243,25,38,10,24,901,0,37,1306,73.37,MEDIUM,2,6.873684210526315,1461.0,1345.7
2018,7,Dwarka,28.5921,77.046,1780000,190,9368.4,9,85.6,4.9,35.6,213.4,0,1,1,3,3,12,14,225,23,36,9,23,647,0,37,1029,57.81,LOW,1,5.41578947368421,1306.0,1265.3
2018,8,Dwarka,28.5921,77.046,1780000,190,9368.4,9,85.6,4.9,34.1,193.3,0,0,1,3,3,13,14,265,21,33,8,20,661,0,32,1070,60.11,LOW,1,5.631578947368421,1029.0,1135.0
2018,9,Dwarka,28.5921,77.046,1780000,190,9368.4,9,85.6,4.9,31.8,117.5,0,0,1,3,3,12,11,215,19,35,8,20,851,0,32,1206,67.75,LOW,1,6.347368421052631,1070.0,1101.7
2018,10,Dwarka,28.5921,77.046,1780000,190,9368.4,9,85.6,4.9,27.0,18.7,1,0,0,4,3,11,15,225,21,33,9,22,830,0,31,1200,67.42,LOW,1,6.315789473684211,1206.0,1158.7
2018,11,Dwarka,28.5921,77.046,1780000,190,9368.4,9,85.6,4.9,20.8,4.5,1,0,0,4,3,12,13,238,22,34,8,16,780,0,30,1156,64.94,LOW,1,6.08421052631579,1200.0,1187.3
2018,12,Dwarka,28.5921,77.046,1780000,190,9368.4,9,85.6,4.9,15.0,9.3,0,0,0,4,2,11,12,232,21,35,8,19,744,0,30,1114,62.58,LOW,1,5.863157894736842,1156.0,1156.7
2019,1,Dwarka,28.5921,77.046,1780000,190,9368.4,9,85.6,4.9,14.3,19.4,0,0,0,1,2,11,9,233,16,30,6,14,1065,0,33,1419,79.72,MEDIUM,2,7.468421052631579,1114.0,1229.7
2019,2,Dwarka,28.5921,77.046,1780000,190,9368.4,9,85.6,4.9,17.8,18.5,0,0,0,1,3,8,10,203,14,30,6,12,864,0,34,1184,66.52,LOW,1,6.231578947368421,1419.0,1239.0
2019,3,Dwarka,28.5921,77.046,1780000,190,9368.4,9,85.6,4.9,24.1,15.9,1,0,0,1,2,10,11,272,16,36,8,16,1012,0,30,1413,79.38,MEDIUM,2,7.436842105263158,1184.0,1338.7
2019,4,Dwarka,28.5921,77.046,1780000,190,9368.4,9,85.6,4.9,30.7,7.6,1,1,0,2,3,14,11,258,17,36,7,16,1133,0,37,1532,86.07,MEDIUM,2,8.063157894736841,1413.0,1376.3
2019,5,Dwarka,28.5921,77.046,1780000,190,9368.4,9,85.6,4.9,35.9,18.0,0,1,0,2,3,12,12,264,18,39,8,15,1246,0,32,1649,92.64,MEDIUM,2,8.678947368421053,1532.0,1531.3
2019,6,Dwarka,28.5921,77.046,1780000,190,9368.4,9,85.6,4.9,38.3,58.1,0,1,0,2,3,13,13,274,17,35,8,14,1283,0,35,1695,95.22,HIGH,3,8.921052631578947,1649.0,1625.3
2019,7,Dwarka,28.5921,77.046,1780000,190,9368.4,9,85.6,4.9,35.6,213.4,0,1,1,3,3,12,13,225,16,35,8,15,1095,0,30,1452,81.57,MEDIUM,2,7.6421052631578945,1695.0,1598.7
